action_id	action_number	action_params	session_id	subsession_id	action_type	creation_time	parent_display_id	child_display_id	session_id.1	user_id	project_id	curr_display_id	size	solution
459		"{""field"":""highest_layer"",""term"":""TCP"",""condition"":16}"	55		filter	2016-09-01 21:27:32	517	518	55	21	1			"{""solution"":""A simple ICMP Ping -> TCP scanningn192.168.1.112 through the router send an ICMP ping request to a (class C?) subnet.nUpon a response a simple 139, 445 port scanning started.nnThe attack were successful as some open ports were foundnnNot sure but at first the attacker connected to his router perhaps for packet sniffing of some sort the capture the result better. (Could be just a test...)"",""project_id"":1,""session_id"":55,""feedback"":"""",""user_id"":21}"
479		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	57		group	2016-09-02 17:31:02	538	539	57	11	2			"{""solution"":""The attacker is 98.114.205.102, the victim is 192.150.11.111.nnThe attacker opens a shared directory on the victim with SMB protocol, and uses it to leak information and gain control on the victim.nnSession 1 - Attacker opens the shard directorynSession 2 - Attacker put an evil script in the shared directorynSession 3 - Inforamtion is leaked from the victim to the attackernSession 4 - Attacker use the leaked information for his purposes."",""project_id"":2,""session_id"":57,""feedback"":"""",""user_id"":11}"
480		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	57		group	2016-09-02 17:35:02	538	540	57	11	2			"{""solution"":""The attacker is 98.114.205.102, the victim is 192.150.11.111.nnThe attacker opens a shared directory on the victim with SMB protocol, and uses it to leak information and gain control on the victim.nnSession 1 - Attacker opens the shard directorynSession 2 - Attacker put an evil script in the shared directorynSession 3 - Inforamtion is leaked from the victim to the attackernSession 4 - Attacker use the leaked information for his purposes."",""project_id"":2,""session_id"":57,""feedback"":"""",""user_id"":11}"
481		"{""field"":""info_line"",""term"":""Nzmx"",""condition"":16}"	57		filter	2016-09-02 17:50:44	540	541	57	11	2			"{""solution"":""The attacker is 98.114.205.102, the victim is 192.150.11.111.nnThe attacker opens a shared directory on the victim with SMB protocol, and uses it to leak information and gain control on the victim.nnSession 1 - Attacker opens the shard directorynSession 2 - Attacker put an evil script in the shared directorynSession 3 - Inforamtion is leaked from the victim to the attackernSession 4 - Attacker use the leaked information for his purposes."",""project_id"":2,""session_id"":57,""feedback"":"""",""user_id"":11}"
482		"{""field"":""tcp_stream"",""term"":""3"",""condition"":8}"	57		filter	2016-09-02 17:53:08	540	542	57	11	2			"{""solution"":""The attacker is 98.114.205.102, the victim is 192.150.11.111.nnThe attacker opens a shared directory on the victim with SMB protocol, and uses it to leak information and gain control on the victim.nnSession 1 - Attacker opens the shard directorynSession 2 - Attacker put an evil script in the shared directorynSession 3 - Inforamtion is leaked from the victim to the attackernSession 4 - Attacker use the leaked information for his purposes."",""project_id"":2,""session_id"":57,""feedback"":"""",""user_id"":11}"
483		"{""field"":""ip_src"",""term"":""98.114.205.102"",""condition"":16}"	57		filter	2016-09-02 17:53:36	542	543	57	11	2			"{""solution"":""The attacker is 98.114.205.102, the victim is 192.150.11.111.nnThe attacker opens a shared directory on the victim with SMB protocol, and uses it to leak information and gain control on the victim.nnSession 1 - Attacker opens the shard directorynSession 2 - Attacker put an evil script in the shared directorynSession 3 - Inforamtion is leaked from the victim to the attackernSession 4 - Attacker use the leaked information for his purposes."",""project_id"":2,""session_id"":57,""feedback"":"""",""user_id"":11}"
484		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	57		group	2016-09-02 17:54:46	542	544	57	11	2			"{""solution"":""The attacker is 98.114.205.102, the victim is 192.150.11.111.nnThe attacker opens a shared directory on the victim with SMB protocol, and uses it to leak information and gain control on the victim.nnSession 1 - Attacker opens the shard directorynSession 2 - Attacker put an evil script in the shared directorynSession 3 - Inforamtion is leaked from the victim to the attackernSession 4 - Attacker use the leaked information for his purposes."",""project_id"":2,""session_id"":57,""feedback"":"""",""user_id"":11}"
485		"{""field"":""ip_src"",""aggregations"":[{""field"":""length"",""type"":""sum""}],""groupPriority"":1}"	57		group	2016-09-02 17:55:31	542	545	57	11	2			"{""solution"":""The attacker is 98.114.205.102, the victim is 192.150.11.111.nnThe attacker opens a shared directory on the victim with SMB protocol, and uses it to leak information and gain control on the victim.nnSession 1 - Attacker opens the shard directorynSession 2 - Attacker put an evil script in the shared directorynSession 3 - Inforamtion is leaked from the victim to the attackernSession 4 - Attacker use the leaked information for his purposes."",""project_id"":2,""session_id"":57,""feedback"":"""",""user_id"":11}"
519		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	63		group	2016-09-06 17:57:33	585	586	63	23	1			"{""solution"":""Many different IPs are participating (192.168..22 sends the most packets. She's the attacker).nMany TCP sessions.nThe attacker scans IP addresses by ping, then tries to open a TCP session on a specific port (was 139?). It seems that the attack fails as all of the IPs returns RST immediatley."",""project_id"":1,""session_id"":63,""feedback"":"""",""user_id"":23}"
520		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":0}"	63		group	2016-09-06 18:30:55	585	587	63	23	1			"{""solution"":""Many different IPs are participating (192.168..22 sends the most packets. She's the attacker).nMany TCP sessions.nThe attacker scans IP addresses by ping, then tries to open a TCP session on a specific port (was 139?). It seems that the attack fails as all of the IPs returns RST immediatley."",""project_id"":1,""session_id"":63,""feedback"":"""",""user_id"":23}"
521		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	63		group	2016-09-06 18:31:07	585	588	63	23	1			"{""solution"":""Many different IPs are participating (192.168..22 sends the most packets. She's the attacker).nMany TCP sessions.nThe attacker scans IP addresses by ping, then tries to open a TCP session on a specific port (was 139?). It seems that the attack fails as all of the IPs returns RST immediatley."",""project_id"":1,""session_id"":63,""feedback"":"""",""user_id"":23}"
522		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	63		group	2016-09-06 18:31:29	585	589	63	23	1			"{""solution"":""Many different IPs are participating (192.168..22 sends the most packets. She's the attacker).nMany TCP sessions.nThe attacker scans IP addresses by ping, then tries to open a TCP session on a specific port (was 139?). It seems that the attack fails as all of the IPs returns RST immediatley."",""project_id"":1,""session_id"":63,""feedback"":"""",""user_id"":23}"
523		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	63		group	2016-09-06 18:35:17	585	590	63	23	1			"{""solution"":""Many different IPs are participating (192.168..22 sends the most packets. She's the attacker).nMany TCP sessions.nThe attacker scans IP addresses by ping, then tries to open a TCP session on a specific port (was 139?). It seems that the attack fails as all of the IPs returns RST immediatley."",""project_id"":1,""session_id"":63,""feedback"":"""",""user_id"":23}"
555		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	74		group	2016-09-08 23:51:32	633	634	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
556		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	74		group	2016-09-08 23:51:54	633	635	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
557		"{""field"":""ip_src"",""aggregations"":[{""field"":""ip_dst"",""type"":""count""}],""groupPriority"":0}"	74		group	2016-09-08 23:52:11	633	636	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
558		"{""field"":""ip_dst"",""aggregations"":[{""field"":""ip_src"",""type"":""count""}],""groupPriority"":0}"	74		group	2016-09-08 23:52:46	633	637	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
559		"{""field"":""tcp_dstport"",""aggregations"":[{""field"":""ip_src"",""type"":""count""}],""groupPriority"":0}"	74		group	2016-09-08 23:53:33	633	638	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
560		"{""field"": ""tcp_dstport"", ""term"": ""2152"", ""condition"": 8}"	74		filter	2016-09-08 23:53:56	633	639	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
561		"{""field"":""tcp_srcport"",""aggregations"":[{""field"":""tcp_dstport"",""type"":""count""}],""groupPriority"":0}"	74		group	2016-09-08 23:54:12	633	640	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
562		"{""field"": ""tcp_dstport"", ""term"": ""8884"", ""condition"": 8}"	74		filter	2016-09-08 23:54:46	633	641	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
563		"{""field"":""info_line"",""term"":""SYN"",""condition"":16}"	74		filter	2016-09-08 23:55:08	633	642	74	21	2			"{""solution"":""Probably a MS04-011 attack, the attacker first connect with SMB to the target DC,nand uses a buffer overflow in DSROLERUPGRADEDOWNLEVELSERVER.nnThe payload is probably either a socks server or some live shell to the target computer.nnThe attack were successful on the first try :) (good for him)."",""project_id"":2,""session_id"":74,""feedback"":"""",""user_id"":21}"
614		"{""field"":""highest_layer"",""direction"":""asc""}"	94		sort	2016-09-18 15:27:32	712	713	94	38	2			"{""solution"":"""",""project_id"":2,""session_id"":94,""feedback"":"""",""user_id"":38}"
679		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	130		group	2016-09-18 23:06:06	809	813	130	69	1			"{""solution"":""syn attack and icmp"",""project_id"":1,""session_id"":130,""feedback"":"""",""user_id"":69}"
680		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	130		group	2016-09-18 23:07:07	813	814	130	69	1			"{""solution"":""syn attack and icmp"",""project_id"":1,""session_id"":130,""feedback"":"""",""user_id"":69}"
681		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":2}"	130		group	2016-09-18 23:09:19	814	815	130	69	1			"{""solution"":""syn attack and icmp"",""project_id"":1,""session_id"":130,""feedback"":"""",""user_id"":69}"
684		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":1}"	130		group	2016-09-18 23:18:29	814	821	130	69	1			"{""solution"":""syn attack and icmp"",""project_id"":1,""session_id"":130,""feedback"":"""",""user_id"":69}"
704		"{""field"":""length"",""direction"":""desc""}"	142		sort	2016-09-19 07:22:14	849	850	142	78	2			"{""solution"":""looks like denial of service, mutliple requests to the same port on the same host from the same source, timestamps very close together"",""project_id"":2,""session_id"":142,""feedback"":"""",""user_id"":78}"
705		"{""field"":""info_line"",""term"":""LLENGE, Error: STATUS_MORE_PROCE"",""condition"":16}"	142		filter	2016-09-19 07:23:23	850	851	142	78	2			"{""solution"":""looks like denial of service, mutliple requests to the same port on the same host from the same source, timestamps very close together"",""project_id"":2,""session_id"":142,""feedback"":"""",""user_id"":78}"
724		"{""field"":""info_line"",""term"":""SYN"",""condition"":16}"	161		filter	2016-09-19 13:05:45	892	893	161	84	4			"{""solution"":""host 10.42.42.253 port scans (SYN scan) a set of hosts for a set of ports"",""project_id"":4,""session_id"":161,""feedback"":"""",""user_id"":84}"
